date;location;product;balance;value
2023-01-06;1314;57912;1;10.84
2023-01-06;1314;51957;4;48.92
2023-01-06;1314;62782;0;0
2023-01-06;1314;15589;0;0
2023-01-06;1314;35416;5;49.5
2023-01-06;1314;21141;1;31.14
2023-01-06;1314;35772;0;0
2023-01-27;1314;62364;1;31.12
2023-01-14;1314;57912;1;10.84
2023-01-14;1314;51957;4;48.92
2023-01-14;1314;62782;0;0
2023-01-14;1314;15589;1;31.69
2023-01-14;1314;35416;5;49.5
2023-01-14;1314;21141;0;0
2023-01-14;1314;35772;0;0
2023-01-26;1314;57912;0;0
2023-01-26;1314;62782;0;0
2023-01-26;1314;51957;4;48.92
2023-01-26;1314;15589;0;0
2023-01-26;1314;35416;5;49.5
2023-01-26;1314;21141;1;31.14
2023-01-26;1314;35772;0;0
2023-01-31;1314;62364;1;31.12
2023-01-19;841;57912;1;8.62
2023-01-19;841;15590;1;31.08
2023-01-19;841;62782;2;11.96
2023-01-19;841;35416;1;5.79
2023-01-19;841;21141;1;25.98
2023-01-19;841;15589;2;52.3
2023-01-19;841;51957;5;29.45
2023-01-19;841;35772;0;0
2023-01-31;841;18064;1;2.34
2023-01-31;841;9607;6;48
2023-01-31;841;5345;5;24.95
2023-01-31;841;1439;3;44.76
2023-01-31;841;36857;0;0
2023-01-31;841;31330;1;50.39
2023-01-31;841;58701;1;42.8
2023-01-31;841;20635;2;46.18
2023-01-12;1314;18064;199;774.11
2023-01-12;1314;9607;19;244.53
2023-01-12;1314;1439;6;110.4
2023-01-12;1314;36857;23;81.42
2023-01-12;1314;5345;2;16.08
2023-01-12;1314;13315;3;132.21
2023-01-12;1314;44217;2;78.6
2023-01-12;1314;58701;2;103.34
2023-01-12;1314;20635;7;207.69
2023-01-12;1314;31330;5;325.4
2023-01-27;1314;57912;0;0
2023-01-27;1314;62782;0;0
2023-01-27;1314;51957;4;48.92
2023-01-27;1314;15589;0;0
2023-01-27;1314;35416;5;49.5
2023-01-27;1314;21141;1;31.14
2023-01-27;1314;35772;0;0
2023-01-20;1314;62364;1;31.12
2023-01-28;1314;62364;1;31.12
2023-01-12;841;57912;1;8.62
2023-01-12;841;15590;1;31.08
2023-01-12;841;62782;2;11.96
2023-01-12;841;35416;1;5.79
2023-01-12;841;21141;0;0
2023-01-12;841;15589;3;78.45
2023-01-12;841;51957;5;29.45
2023-01-12;841;35772;0;0
2023-01-12;841;36857;1;2.27
2023-10-02;1314;18064;126;488.88
2023-10-02;1314;9607;11;145.09
2023-10-02;1314;1439;3;55.47
2023-10-02;1314;36857;7;21.77
2023-10-02;1314;5345;8;66.48
2023-10-02;1314;58701;1;51.67
2023-10-02;1314;57912;1;12.61
2023-10-02;1314;62782;1;13.61
2023-10-02;1314;51957;1;12.3
2023-10-02;1314;15590;3;121.35
2023-10-02;1314;15589;9;265.41
2023-10-02;1314;21141;10;302
2023-10-02;1314;35416;3;44.76
2023-10-02;1314;48812;2;18.26
2023-10-02;1314;48813;4;29.4
2023-01-20;841;36857;1;2.27
2023-01-20;841;18064;13;30.42
2023-01-20;841;9607;8;64
2023-01-20;841;5345;1;4.99
2023-01-20;841;1439;3;44.76
2023-01-20;841;31330;1;50.39
2023-01-20;841;58701;1;42.8
2023-01-20;841;20635;3;69.27
2023-10-16;1314;57912;1;12.61
2023-10-16;1314;62782;1;13.61
2023-10-16;1314;51957;1;12.3
2023-10-16;1314;15590;3;121.35
2023-10-16;1314;15589;11;324.39
2023-10-16;1314;21141;7;211.26
2023-10-16;1314;35416;3;44.67
2023-10-16;1314;48812;4;36.76
2023-10-16;1314;48813;4;29.64
2023-01-11;841;18064;25;58.5
2023-01-11;841;9607;10;80
2023-01-11;841;5345;3;14.97
2023-01-11;841;1439;3;44.76
2023-01-11;841;31330;1;50.39
2023-01-11;841;58701;1;42.8
2023-01-11;841;20635;3;69.27
2023-01-14;1314;18064;204;793.56
2023-01-14;1314;9607;24;308.88
2023-01-14;1314;1439;6;110.4
2023-01-14;1314;36857;22;77.88
2023-01-14;1314;5345;2;16.08
2023-01-14;1314;13315;3;132.21
2023-01-14;1314;44217;2;78.6
2023-01-14;1314;58701;2;103.34
2023-01-14;1314;20635;7;207.69
2023-01-14;1314;31330;5;325.4
2023-01-07;1314;18064;177;688.53
2023-01-07;1314;9607;18;231.66
2023-01-07;1314;1439;1;18.4
2023-01-07;1314;36857;24;84.96
2023-01-07;1314;5345;2;16.08
2023-01-07;1314;13315;3;132.21
2023-01-07;1314;44217;2;78.6
2023-01-07;1314;58701;2;103.34
2023-01-07;1314;20635;6;178.02
2023-01-07;1314;31330;5;325.4
2023-10-14;1314;18064;145;562.6
2023-10-14;1314;9607;16;211.04
2023-10-14;1314;1439;2;37.84
2023-10-14;1314;36857;7;22.26
2023-10-14;1314;5345;12;99.72
2023-10-14;1314;58701;1;51.67
2023-10-14;1314;20635;8;240.8
2023-10-14;1314;31330;2;132.04
2023-10-14;1314;13315;3;134.28
2023-10-14;1314;44217;3;125.31
2023-01-10;841;57912;1;8.62
2023-01-10;841;15590;1;31.08
2023-01-10;841;62782;2;11.96
2023-01-10;841;35416;1;5.79
2023-01-10;841;21141;0;0
2023-01-10;841;15589;2;52.02
2023-01-10;841;51957;5;29.45
2023-01-10;841;35772;0;0
2023-01-10;841;36857;1;2.27
2023-01-10;1314;57912;1;10.84
2023-01-10;1314;51957;4;48.92
2023-01-10;1314;62782;0;0
2023-01-10;1314;15589;1;31.69
2023-01-10;1314;35416;5;49.5
2023-01-10;1314;21141;1;31.14
2023-01-10;1314;35772;0;0
2023-01-28;841;57912;1;8.62
2023-10-24;1314;62364;1;32.58
2023-01-25;1314;62364;1;31.12
2023-01-28;841;1439;3;44.76
2023-01-28;841;31330;1;50.39
2023-01-28;841;58701;1;42.8
2023-01-28;841;20635;3;69.27
2023-01-28;841;15590;1;31.08
2023-01-28;841;62782;2;11.96
2023-01-28;841;35416;1;5.79
2023-01-28;841;21141;0;0
2023-01-28;841;15589;2;52.3
2023-01-28;841;51957;4;23.56
2023-01-28;841;35772;0;0
2023-01-28;841;36857;1;2.27
2023-01-28;841;18064;7;16.38
2023-01-28;841;9607;7;56
2023-01-28;841;5345;5;24.95
2023-10-11;1314;57912;1;12.61
2023-10-11;1314;62782;1;13.61
2023-10-11;1314;51957;1;12.3
2023-10-11;1314;15590;3;121.35
2023-10-11;1314;15589;8;235.92
2023-10-11;1314;21141;7;211.4
2023-10-11;1314;35416;2;29.84
2023-10-11;1314;48812;4;36.76
2023-10-11;1314;48813;4;29.64
2023-01-16;841;18064;21;49.14
2023-01-16;841;9607;9;72
2023-01-16;841;5345;2;9.98
2023-01-16;841;1439;3;44.76
2023-01-16;841;31330;1;50.39
2023-01-16;841;58701;1;42.8
2023-01-16;841;20635;3;69.27
2023-10-12;841;57912;1;8.32
2023-10-12;841;15590;1;31.08
2023-10-12;841;62782;3;21.03
2023-10-12;841;48812;1;5.98
2023-10-12;841;42076;1;8.56
2023-10-12;841;48813;3;14.97
2023-10-12;841;35416;0;0
2023-10-12;841;55917;1;9.01
2023-10-12;841;15589;6;144.54
2023-10-12;841;21141;3;67.2
2023-10-12;841;51957;3;17.13
2023-10-12;841;35772;3;35.79
2023-10-12;841;1439;2;30.2
2023-10-12;841;18064;11;24.75
2023-10-12;841;9607;3;24
2023-10-12;841;36857;3;5.13
2023-10-25;841;57912;1;8.32
2023-10-25;841;15590;1;31.08
2023-10-25;841;62782;3;21.03
2023-10-25;841;48812;1;5.98
2023-10-25;841;42076;1;8.56
2023-10-25;841;48813;3;14.97
2023-10-25;841;35416;1;10.74
2023-10-25;841;55917;1;9.01
2023-10-25;841;15589;5;120.45
2023-10-25;841;21141;3;69.12
2023-10-25;841;51957;2;11.42
2023-10-25;841;35772;3;35.79
2023-10-25;841;1439;2;30.2
2023-10-25;841;18064;20;45
2023-10-25;841;9607;5;40
2023-10-25;841;36857;3;5.4
2023-10-25;841;20635;1;23.37
2023-10-25;841;58701;1;42.86
2023-10-25;841;31330;1;51.5
2023-10-11;1314;62364;1;32.58
2023-01-07;841;57912;1;8.62
2023-01-07;841;15590;1;31.08
2023-01-07;841;62782;2;11.96
2023-01-07;841;35416;1;5.79
2023-01-07;841;21141;0;0
2023-01-07;841;15589;1;25.58
2023-01-07;841;51957;5;29.45
2023-01-07;841;35772;0;0
2023-01-07;841;36857;1;2.27
2023-01-31;1314;18064;142;552.38
2023-01-31;1314;9607;19;244.53
2023-01-31;1314;1439;4;73.6
2023-01-31;1314;36857;21;74.34
2023-01-31;1314;5345;2;16.08
2023-01-31;1314;13315;3;132.21
2023-01-31;1314;44217;2;78.6
2023-01-31;1314;58701;2;103.34
2023-01-31;1314;20635;7;207.69
2023-01-31;1314;31330;5;325.4
2023-01-23;1314;18064;177;688.53
2023-01-23;1314;9607;23;296.01
2023-01-23;1314;1439;6;110.4
2023-01-23;1314;36857;22;77.88
2023-01-23;1314;5345;2;16.08
2023-01-23;1314;13315;3;132.21
2023-01-23;1314;44217;2;78.6
2023-01-23;1314;58701;2;103.34
2023-01-23;1314;20635;7;207.69
2023-01-23;1314;31330;5;325.4
2023-01-28;1314;57912;0;0
2023-01-28;1314;62782;0;0
2023-01-28;1314;51957;4;48.92
2023-01-28;1314;15589;0;0
2023-01-28;1314;35416;5;49.5
2023-01-28;1314;21141;1;31.14
2023-10-16;1314;62364;1;32.58
2023-01-25;841;36857;1;2.27
2023-01-25;841;18064;6;14.04
2023-01-25;841;9607;7;56
2023-01-25;841;5345;2;9.98
2023-01-25;841;1439;3;44.76
2023-01-25;841;31330;1;50.39
2023-01-25;841;58701;1;42.8
2023-01-25;841;20635;3;69.27
2023-10-21;1314;57912;1;12.61
2023-10-21;1314;62782;1;13.61
2023-10-21;1314;51957;1;12.3
2023-10-21;1314;15590;3;121.35
2023-10-21;1314;15589;14;412.86
2023-10-21;1314;21141;10;301.3
2023-10-21;1314;35416;5;74.45
2023-10-21;1314;48812;2;18.38
2023-10-21;1314;48813;5;38.1
2023-01-24;1314;18064;181;704.09
2023-01-24;1314;9607;22;283.14
2023-01-24;1314;1439;5;92
2023-01-24;1314;36857;22;77.88
2023-01-24;1314;5345;2;16.08
2023-01-24;1314;13315;3;132.21
2023-01-24;1314;44217;2;78.6
2023-01-24;1314;58701;2;103.34
2023-01-24;1314;20635;7;207.69
2023-01-24;1314;31330;5;325.4
2023-01-02;1314;1439;5;90.4
2023-01-02;1314;36857;24;84.96
2023-01-02;1314;5345;2;16.08
2023-01-02;1314;13315;3;132.21
2023-01-02;1314;44217;2;78.6
2023-01-02;1314;58701;2;103.34
2023-01-02;1314;20635;6;178.02
2023-01-02;1314;31330;5;325.4
2023-10-02;841;15590;1;31.08
2023-10-02;841;62782;3;21.03
2023-10-02;841;48812;1;5.98
2023-10-02;841;42076;1;8.56
2023-10-02;841;35416;1;10.74
2023-10-02;841;55917;1;9.01
2023-10-02;841;15589;3;72.36
2023-10-02;841;21141;3;67.2
2023-10-02;841;48813;3;14.97
2023-10-02;841;51957;3;17.13
2023-10-02;841;35772;3;35.79
2023-10-02;841;1439;2;30.2
2023-10-02;841;18064;11;24.75
2023-10-02;841;9607;4;32
2023-10-02;841;36857;4;6.84
2023-10-02;841;20635;2;46.74
2023-10-02;841;58701;1;42.86
2023-10-02;841;31330;1;51.5
2023-10-23;841;18064;20;45
2023-10-23;841;9607;5;40
2023-10-23;841;36857;3;5.4
2023-10-23;841;20635;1;23.37
2023-10-23;841;58701;1;42.86
2023-10-23;841;31330;1;51.5
2023-10-28;1314;18064;161;626.29
2023-10-28;1314;9607;17;224.23
2023-10-28;1314;1439;2;37.84
2023-10-28;1314;36857;9;29.43
2023-10-28;1314;5345;11;91.41
2023-10-28;1314;58701;1;51.67
2023-10-28;1314;20635;6;180.54
2023-10-28;1314;31330;6;394.86
2023-10-28;1314;13315;2;89.52
2023-10-28;1314;44217;4;167.08
2023-10-27;1314;57912;1;12.61
2023-10-27;1314;62782;1;13.61
2023-10-27;1314;51957;1;12.3
2023-10-27;1314;15590;2;80.9
2023-10-27;1314;15589;13;383.37
2023-10-27;1314;21141;9;271.17
2023-01-14;841;18064;25;58.5
2023-01-14;841;9607;10;80
2023-01-14;841;5345;3;14.97
2023-01-14;841;1439;3;44.76
2023-01-14;841;31330;1;50.39
2023-01-14;841;58701;1;42.8
2023-01-14;841;20635;3;69.27
2023-10-14;841;18064;28;63
2023-10-14;841;9607;4;32
2023-10-14;841;36857;4;7.2
2023-10-14;841;20635;2;46.74
2023-10-14;841;58701;1;42.86
2023-10-14;841;31330;1;51.5
2023-01-24;1314;57912;0;0
2023-01-24;1314;62782;0;0
2023-01-24;1314;51957;4;48.92
2023-01-24;1314;15589;0;0
2023-01-24;1314;35416;5;49.5
2023-01-24;1314;21141;1;31.14
2023-01-24;1314;35772;0;0
2023-10-19;1314;62364;1;32.58
2023-10-19;1314;18064;164;637.96
2023-10-19;1314;9607;15;197.85
2023-10-19;1314;1439;0;0
2023-10-19;1314;36857;5;15.9
2023-10-19;1314;5345;10;83.1
2023-10-19;1314;58701;1;51.67
2023-10-19;1314;20635;7;210.7
2023-10-19;1314;31330;4;263.92
2023-10-19;1314;13315;3;134.28
2023-10-19;1314;44217;3;125.31
2023-10-19;1314;57912;1;12.61
2023-10-19;1314;62782;1;13.61
2023-10-19;1314;51957;1;12.3
2023-10-19;1314;15590;3;121.35
2023-10-19;1314;15589;14;412.86
2023-10-19;1314;21141;9;271.35
2023-10-19;1314;35416;3;44.67
2023-10-19;1314;48812;4;36.76
2023-10-19;1314;48813;4;29.64
2023-01-21;1314;18064;193;750.77
2023-01-21;1314;9607;23;296.01
2023-01-21;1314;1439;6;110.4
2023-01-21;1314;36857;22;77.88
2023-01-21;1314;5345;2;16.08
2023-01-21;1314;13315;3;132.21
2023-01-21;1314;44217;2;78.6
2023-01-21;1314;58701;2;103.34
2023-01-21;1314;20635;7;207.69
2023-01-21;1314;31330;5;325.4
2023-10-28;1314;62364;1;32.58
2023-01-19;1314;62364;1;31.12
2023-01-04;1314;57912;1;10.84
2023-01-04;1314;51957;4;48.92
2023-01-04;1314;62782;0;0
2023-01-04;1314;15589;0;0
2023-01-04;1314;35416;5;49.5
2023-01-04;1314;21141;1;31.14
2023-01-04;1314;35772;0;0
2023-01-04;1314;18064;172;669.08
2023-01-04;1314;9607;17;218.79
2023-10-23;1314;57912;1;12.61
2023-10-23;1314;62782;1;13.61
2023-10-23;1314;51957;1;12.3
2023-10-23;1314;15590;3;121.35
2023-10-23;1314;15589;14;412.86
2023-10-23;1314;21141;9;271.17
2023-10-23;1314;35416;5;74.45
2023-10-23;1314;48812;2;18.38
2023-10-23;1314;48813;5;38.1
2023-01-26;1314;18064;171;665.19
2023-01-26;1314;9607;22;283.14
2023-01-26;1314;1439;5;92
2023-01-26;1314;36857;22;77.88
2023-01-26;1314;5345;2;16.08
2023-01-26;1314;13315;3;132.21
2023-01-26;1314;44217;2;78.6
2023-01-26;1314;58701;2;103.34
2023-01-26;1314;20635;7;207.69
2023-01-26;1314;31330;5;325.4
2023-01-21;1314;62364;1;31.12
2023-01-31;1314;57912;0;0
2023-01-31;1314;62782;1;13.61
2023-01-31;1314;51957;4;48.92
2023-01-31;1314;15589;0;0
2023-01-31;1314;35416;5;49.5
2023-01-31;1314;21141;0;0
2023-01-31;1314;35772;0;0
2023-01-21;841;36857;1;2.27
2023-01-21;841;18064;8;18.72
2023-01-21;841;9607;8;64
2023-01-21;841;5345;2;9.98
2023-01-21;841;1439;3;44.76
2023-01-21;841;31330;1;50.39
2023-01-21;841;58701;1;42.8
2023-01-21;841;20635;3;69.27
2023-01-06;841;57912;1;8.62
2023-01-06;841;15590;1;31.08
2023-01-06;841;62782;2;11.96
2023-01-06;841;35416;1;5.79
2023-01-06;841;21141;1;25.98
2023-01-06;841;15589;1;25.58
2023-01-06;841;51957;5;29.45
2023-01-06;841;35772;0;0
2023-01-06;841;36857;1;2.27
2023-01-26;841;36857;1;2.27
2023-01-26;841;18064;6;14.04
2023-01-26;841;9607;7;56
2023-01-26;841;5345;2;9.98
2023-01-26;841;1439;3;44.76
2023-01-26;841;31330;1;50.39
2023-01-26;841;58701;1;42.8
2023-01-26;841;20635;3;69.27
2023-01-16;1314;18064;190;739.1
2023-01-16;1314;9607;24;308.88
2023-01-16;1314;1439;6;110.4
2023-01-16;1314;36857;22;77.88
2023-01-16;1314;5345;2;16.08
2023-01-16;1314;13315;3;132.21
2023-01-16;1314;44217;2;78.6
2023-01-16;1314;58701;2;103.34
2023-01-16;1314;20635;7;207.69
2023-01-16;1314;31330;5;325.4
2023-10-30;1314;62364;1;32.58
2023-10-14;1314;57912;1;12.61
2023-10-14;1314;62782;1;13.61
2023-10-14;1314;51957;1;12.3
2023-10-14;1314;15590;3;121.35
2023-10-14;1314;15589;11;324.39
2023-10-14;1314;21141;7;211.26
2023-10-14;1314;35416;3;44.67
2023-10-14;1314;48812;4;36.76
2023-10-14;1314;48813;4;29.64
2023-01-19;841;36857;1;2.27
2023-01-19;841;18064;14;32.76
2023-01-19;841;9607;8;64
2023-01-19;841;1439;3;44.76
2023-01-19;841;5345;1;4.99
2023-01-19;841;31330;1;50.39
2023-01-19;841;58701;1;42.8
2023-01-19;841;20635;3;69.27
2023-10-12;1314;57912;1;12.61
2023-10-12;1314;62782;1;13.61
2023-10-12;1314;51957;1;12.3
2023-10-12;1314;15590;3;121.35
2023-10-12;1314;15589;8;235.92
2023-10-12;1314;21141;7;211.4
2023-10-12;1314;35416;2;29.84
2023-10-12;1314;48812;4;36.76
2023-10-12;1314;48813;4;29.64
2023-01-06;841;18064;24;56.16
2023-01-06;841;9607;10;80
2023-01-06;841;5345;3;14.97
2023-01-06;841;1439;3;44.76
2023-01-06;841;31330;1;50.39
2023-01-06;841;58701;1;42.8
2023-01-06;841;20635;3;69.27
2023-01-13;1314;62364;1;31.12
2023-01-14;1314;62364;1;31.12
2023-01-21;1314;57912;1;10.84
2023-01-21;1314;62782;0;0
2023-01-21;1314;51957;4;48.92
2023-01-21;1314;15589;0;0
2023-01-21;1314;35416;5;49.5
2023-01-21;1314;21141;1;31.14
2023-01-21;1314;35772;0;0
2023-01-02;841;57912;1;8.62
2023-01-02;841;15590;1;31.08
2023-01-02;841;62782;2;11.96
2023-01-02;841;35416;1;5.79
2023-01-02;841;21141;1;25.98
2023-01-02;841;15589;2;51.16
2023-01-02;841;51957;5;29.45
2023-01-02;841;35772;0;0
2023-01-02;841;36857;1;2.27
2023-10-28;841;57912;1;8.32
2023-10-28;841;15590;1;31.08
2023-10-28;841;62782;3;21.03
2023-10-28;841;48812;1;5.98
2023-10-28;841;48813;3;14.97
2023-10-28;841;42076;1;8.56
2023-10-28;841;35416;1;10.74
2023-10-28;841;55917;1;9.01
2023-10-28;841;15589;4;96.36
2023-10-28;841;21141;3;69.12
2023-10-28;841;51957;2;11.42
2023-10-28;841;35772;3;35.79
2023-10-28;841;1439;2;30.2
2023-10-28;841;18064;19;42.75
2023-10-28;841;9607;5;40
2023-10-28;841;36857;3;5.4
2023-10-28;841;20635;1;23.37
2023-10-28;841;58701;1;42.86
2023-10-28;841;31330;1;51.5
2023-01-26;1314;62364;1;31.12
2023-01-27;841;57912;1;8.62
2023-01-27;841;15590;1;31.08
2023-01-27;841;62782;2;11.96
2023-01-27;841;35416;1;5.79
2023-01-27;1314;18064;171;665.19
2023-01-27;1314;9607;20;257.4
2023-01-27;1314;1439;5;92
2023-01-27;1314;36857;22;77.88
2023-01-27;1314;5345;2;16.08
2023-01-27;1314;13315;3;132.21
2023-01-27;1314;44217;2;78.6
2023-01-27;1314;58701;2;103.34
2023-01-27;1314;20635;7;207.69
2023-01-27;1314;31330;5;325.4
2023-01-25;841;57912;1;8.62
2023-01-25;841;15590;1;31.08
2023-01-25;841;62782;2;11.96
2023-01-25;841;35416;1;5.79
2023-01-25;841;21141;0;0
2023-01-25;841;15589;2;52.3
2023-01-25;841;51957;5;29.45
2023-01-25;841;35772;0;0
2023-10-10;1314;62364;1;32.58
2023-10-25;1314;62364;1;32.58
2023-01-20;1314;57912;1;10.84
2023-01-20;1314;62782;0;0
2023-01-20;1314;51957;4;48.92
2023-01-20;1314;15589;0;0
2023-01-20;1314;35416;5;49.5
2023-01-20;1314;21141;1;31.14
2023-01-20;1314;35772;0;0
2023-01-18;1314;62364;1;31.12
2023-01-07;1314;62364;1;31.12
2023-01-04;841;18064;20;46.8
2023-01-04;841;9607;10;80
2023-01-04;841;5345;3;14.97
2023-01-04;841;1439;3;44.76
2023-01-04;841;31330;1;50.39
2023-01-04;841;58701;1;42.8
2023-01-04;841;20635;3;69.27
2023-01-16;1314;62364;1;31.12
2023-01-07;841;18064;24;56.16
2023-01-07;841;9607;10;80
2023-01-07;841;5345;3;14.97
2023-01-07;841;1439;3;44.76
2023-01-07;841;31330;1;50.39
2023-01-07;841;58701;1;42.8
2023-01-07;841;20635;3;69.27
2023-01-25;1314;57912;0;0
2023-01-25;1314;62782;0;0
2023-01-25;1314;51957;4;48.92
2023-01-25;1314;15589;0;0
2023-01-25;1314;35416;5;49.5
2023-01-25;1314;21141;1;31.14
2023-01-25;1314;35772;0;0
2023-01-19;1314;18064;207;805.23
2023-01-19;1314;9607;24;308.88
2023-01-19;1314;1439;6;110.4
2023-01-19;1314;36857;22;77.88
2023-01-19;1314;5345;2;16.08
2023-01-19;1314;13315;3;132.21
2023-01-19;1314;44217;2;78.6
2023-01-19;1314;58701;2;103.34
2023-01-19;1314;20635;7;207.69
2023-01-19;1314;31330;5;325.4
2023-01-05;1314;57912;1;10.84
2023-01-05;1314;51957;4;48.92
2023-01-05;1314;62782;0;0
2023-01-05;1314;15589;0;0
2023-01-05;1314;35416;5;49.5
2023-01-05;1314;21141;1;31.14
2023-01-05;1314;35772;0;0
2023-01-04;1314;1439;1;18.4
2023-01-04;1314;36857;24;84.96
2023-01-04;1314;5345;2;16.08
2023-01-04;1314;13315;3;132.21
2023-01-04;1314;44217;2;78.6
2023-01-04;1314;58701;2;103.34
2023-01-04;1314;20635;6;178.02
2023-01-04;1314;31330;5;325.4
2023-01-07;1314;57912;1;10.84
2023-01-07;1314;51957;4;48.92
2023-01-07;1314;62782;0;0
2023-01-07;1314;15589;0;0
2023-01-07;1314;35416;5;49.5
2023-01-07;1314;21141;1;31.14
2023-01-07;1314;35772;0;0
2023-01-10;841;18064;25;58.5
2023-01-10;841;9607;10;80
2023-01-10;841;5345;3;14.97
2023-01-10;841;1439;3;44.76
2023-01-10;841;31330;1;50.39
2023-01-10;841;58701;1;42.8
2023-01-10;841;20635;3;69.27
2023-01-21;841;57912;1;8.62
2023-01-21;841;15590;1;31.08
2023-01-21;841;62782;2;11.96
2023-01-21;841;35416;1;5.79
2023-01-21;841;21141;0;0
2023-01-21;841;15589;2;52.3
2023-01-21;841;51957;5;29.45
2023-01-21;841;35772;0;0
2023-10-18;1314;62364;1;32.58
2023-01-28;1314;35772;0;0
2023-01-28;1314;18064;166;645.74
2023-01-28;1314;9607;19;244.53
2023-01-28;1314;1439;5;92
2023-01-28;1314;36857;22;77.88
2023-01-28;1314;5345;2;16.08
2023-01-28;1314;13315;3;132.21
2023-01-28;1314;44217;2;78.6
2023-01-28;1314;58701;2;103.34
2023-01-28;1314;20635;7;207.69
2023-01-28;1314;31330;5;325.4
2023-01-02;1314;62364;2;62.24
2023-01-27;841;21141;0;0
2023-01-27;841;15589;2;52.3
2023-01-27;841;51957;5;29.45
2023-01-27;841;35772;0;0
2023-01-27;841;36857;1;2.27
2023-01-27;841;18064;5;11.7
2023-01-27;841;9607;7;56
2023-01-27;841;5345;2;9.98
2023-01-27;841;1439;3;44.76
2023-01-27;841;31330;1;50.39
2023-01-27;841;58701;1;42.8
2023-01-27;841;20635;3;69.27
2023-11-10;841;57912;1;8.32
2023-11-10;841;15590;1;31.08
2023-11-10;841;62782;3;21.03
2023-11-10;841;48812;1;5.98
2023-11-10;841;48813;3;14.97
2023-11-10;841;42076;1;8.56
2023-11-10;841;35772;3;35.79
2023-11-10;841;55917;1;9.01
2023-11-10;841;35416;1;10.74
2023-11-10;841;51957;2;11.42
2023-11-10;841;15589;4;96.36
2023-11-10;841;21141;2;46.08
2023-11-10;841;1439;2;30.2
2023-11-10;841;18064;11;24.75
2023-11-10;841;9607;6;48.48
2023-11-10;841;36857;3;5.4
2023-11-10;841;20635;1;23.37
2023-11-10;841;58701;1;42.86
2023-11-10;841;31330;1;51.5
2023-01-06;1314;62364;2;62.24
2023-10-20;1314;62364;1;32.58
2023-01-18;1314;18064;212;824.68
2023-01-18;1314;9607;26;334.62
2023-01-18;1314;1439;6;110.4
2023-01-18;1314;36857;22;77.88
2023-01-18;1314;5345;2;16.08
2023-01-18;1314;13315;3;132.21
2023-01-18;1314;44217;2;78.6
2023-01-18;1314;58701;2;103.34
2023-01-18;1314;20635;7;207.69
2023-01-18;1314;31330;5;325.4
2023-01-18;841;57912;1;8.62
2023-01-18;841;15590;1;31.08
2023-01-18;841;62782;2;11.96
2023-01-18;841;35416;1;5.79
2023-01-18;841;15589;2;52.3
2023-01-18;841;21141;1;25.98
2023-01-18;841;51957;5;29.45
2023-01-18;841;35772;0;0
2023-10-14;841;57912;1;8.32
2023-10-14;841;15590;1;31.08
2023-10-14;841;62782;3;21.03
2023-10-14;841;48812;1;5.98
2023-10-14;841;42076;1;8.56
2023-10-14;841;48813;3;14.97
2023-10-14;841;35416;1;10.74
2023-10-14;841;55917;1;9.01
2023-10-14;841;15589;7;168.63
2023-10-14;841;21141;3;67.2
2023-10-14;841;51957;3;17.13
2023-10-14;841;35772;3;35.79
2023-10-14;841;1439;2;30.2
2023-10-02;1314;62364;1;32.58
2023-01-16;1314;57912;1;10.84
2023-01-16;1314;51957;4;48.92
2023-01-16;1314;62782;0;0
2023-01-16;1314;15589;1;31.69
2023-01-16;1314;35416;5;49.5
2023-01-16;1314;21141;0;0
2023-01-16;1314;35772;0;0
2023-01-25;1314;18064;180;700.2
2023-01-25;1314;9607;22;283.14
2023-01-25;1314;1439;5;92
2023-01-25;1314;36857;22;77.88
2023-01-25;1314;5345;2;16.08
2023-01-25;1314;13315;3;132.21
2023-01-25;1314;44217;2;78.6
2023-01-25;1314;58701;2;103.34
2023-01-25;1314;20635;7;207.69
2023-01-25;1314;31330;5;325.4
2023-01-26;841;57912;1;8.62
2023-01-26;841;15590;1;31.08
2023-01-26;841;62782;2;11.96
2023-01-26;841;35416;1;5.79
2023-01-26;841;21141;0;0
2023-01-26;841;15589;2;52.3
2023-01-26;841;51957;5;29.45
2023-01-26;841;35772;0;0
2023-10-17;1314;57912;1;12.61
2023-10-17;1314;62782;1;13.61
2023-10-17;1314;51957;1;12.3
2023-10-17;1314;15590;3;121.35
2023-10-17;1314;15589;12;353.88
2023-10-17;1314;21141;8;241.28
2023-10-17;1314;35416;3;44.67
2023-10-17;1314;48812;4;36.76
2023-10-17;1314;48813;4;29.64
2023-12-22;841;57912;1;8.32
2023-12-22;841;57814;3;356.28
2023-12-22;841;15590;2;64.1
2023-12-22;841;48812;1;5.98
2023-12-22;841;48813;3;14.97
2023-12-22;841;62782;3;21.03
2023-12-22;841;35772;1;11.93
2023-12-22;841;42076;5;40.7
2023-12-22;841;51957;2;11.42
2023-12-22;841;55917;1;9.01
2023-12-22;841;35416;1;10.74
2023-12-22;841;15589;4;96.32
2023-12-22;841;21141;3;71.28
2023-12-22;841;1439;1;15.1
2023-12-22;841;18064;8;18
2023-12-22;841;9607;6;49.14
2023-12-22;841;36857;3;6.06
2023-12-22;841;20635;1;23.33
2023-12-22;841;58701;1;42.86
2023-12-22;841;31330;1;51.5
2023-01-16;841;57912;1;8.62
2023-01-16;841;15590;1;31.08
2023-01-16;841;62782;2;11.96
