date;location;product;balance;value
2024-01-24;841;57814;3;356.28
2024-01-24;841;48813;3;14.97
2024-01-24;841;62782;1;7.01
2024-01-24;841;42076;5;40.7
2024-01-24;841;48812;1;5.98
2024-01-24;841;55917;1;9.01
2024-01-24;841;51957;2;11.42
2024-01-24;841;15590;2;64.1
2024-01-24;841;35416;1;10.74
2024-01-24;841;15589;4;96.24
2024-01-24;841;21141;3;71.85
2024-01-24;841;35772;2;23.86
2024-01-24;841;1439;1;14.9
2024-01-24;841;18064;26;58.5
2024-01-24;841;9607;5;41.35
2024-01-24;841;5345;1;5.21
2024-01-24;841;36857;3;6.06
2024-01-24;841;31330;1;51.5
2024-01-24;841;58701;1;42.86
2024-01-24;841;20635;1;23.33
2023-09-28;1314;62364;1;32.58
2024-01-08;1314;18064;80;311.2
2024-01-08;1314;9607;14;187.46
2024-01-08;1314;1439;4;74.04
2024-01-08;1314;36857;1;3.53
2024-01-08;1314;5345;13;109.07
2024-01-08;1314;58701;1;51.67
2024-01-08;1314;20635;6;180
2024-01-08;1314;31330;5;329.05
2024-01-08;1314;13315;1;38.69
2024-01-08;1314;44217;3;106.59
2024-01-08;1314;57912;1;12.61
2024-01-08;1314;57814;2;307.24
2024-01-08;1314;48813;3;23.49
2024-01-08;1314;51957;0;0
2024-01-08;1314;21141;5;150.5
2024-01-08;1314;15589;8;235.84
2024-01-08;1314;35416;3;44.67
2024-01-08;1314;48812;4;39.64
2024-01-08;1314;15590;3;121.35
2024-10-04;841;57912;1;8.79
2024-10-04;841;57817;1;65.7
2024-10-04;841;57814;7;766.5
2024-10-04;841;57816;3;131.4
2024-10-04;841;15590;2;65.38
2024-10-04;841;51957;1;7.71
2024-10-04;841;62782;1;7.55
2024-10-04;841;35772;2;25.04
2024-10-04;841;42076;4;32.56
2024-10-04;841;55917;2;18.26
2024-10-04;841;35416;1;11.13
2024-10-04;841;48812;1;7.61
2024-10-04;841;21141;5;129.65
2024-10-04;841;15589;3;77.13
2024-10-04;841;48813;2;14.68
2024-10-04;841;76834;1;3.34
2024-10-04;841;36857;3;7.41
2024-10-04;841;1439;2;30.96
2024-10-04;841;18064;27;69.12
2024-10-04;841;9607;10;90.1
2024-10-04;841;5345;6;33.72
2024-10-04;841;58701;3;136.17
2024-10-04;841;31330;2;102.12
2024-10-04;841;20635;2;49.48
2024-01-16;1314;18064;105;408.45
2024-01-16;1314;9607;10;133.9
2024-01-16;1314;1439;4;74.04
2024-01-16;1314;36857;4;14.12
2024-01-16;1314;5345;10;83.9
2024-01-16;1314;58701;1;51.67
2024-01-16;1314;20635;4;120
2024-01-16;1314;31330;5;329.05
2024-01-16;1314;13315;1;38.69
2024-01-16;1314;44217;3;106.59
2024-01-12;1314;18064;88;342.32
2024-01-12;1314;9607;11;147.29
2024-01-12;1314;1439;4;74.04
2024-01-12;1314;36857;5;17.65
2024-01-12;1314;5345;12;100.68
2024-01-12;1314;58701;1;51.67
2024-01-12;1314;20635;5;150
2024-01-12;1314;31330;5;329.05
2024-01-12;1314;13315;1;38.69
2024-01-12;1314;44217;3;106.59
2024-01-12;1314;57912;1;12.61
2024-01-12;1314;57814;2;307.24
2024-01-12;1314;48813;3;23.49
2024-01-12;1314;51957;0;0
2024-01-12;1314;21141;5;150.5
2024-01-12;1314;15589;9;265.32
2024-01-12;1314;35416;2;29.78
2024-01-12;1314;48812;4;39.64
2024-01-12;1314;15590;3;121.35
2024-01-26;841;57912;1;8.32
2024-01-26;841;57814;3;356.28
2024-01-26;841;48813;3;14.97
2024-01-26;841;62782;1;7.01
2024-01-26;841;42076;5;40.7
2024-01-26;841;48812;1;5.98
2024-01-26;841;55917;1;9.01
2024-01-26;841;51957;2;11.42
2024-01-26;841;15590;2;64.1
2024-01-26;841;35416;1;10.74
2024-01-26;841;15589;4;96.24
2024-01-26;841;21141;1;23.95
2024-01-26;841;35772;2;23.86
2024-01-26;841;1439;1;14.9
2024-01-26;841;18064;34;76.5
2024-01-26;841;9607;5;41.35
2024-01-26;841;5345;1;5.21
2024-01-26;841;36857;3;6.06
2024-01-26;841;31330;1;51.5
2024-01-26;841;58701;1;42.86
2024-01-26;841;20635;1;23.33
2024-11-20;841;57912;1;8.79
2024-11-20;841;57817;2;131.42
2024-11-20;841;57814;8;876
2024-11-20;841;57816;2;87.6
2024-11-20;841;35772;2;25.04
2024-11-20;841;42076;3;24.42
2024-11-20;841;51957;1;7.71
2024-11-20;841;62782;1;7.84
2024-11-20;841;35416;1;11.13
2024-11-20;841;48812;1;7.61
2024-11-20;841;55917;2;18.26
2024-11-20;841;15590;1;32.69
2024-11-20;841;21141;4;103.72
2024-11-20;841;15589;4;104
2024-11-20;841;48813;2;14.84
2024-11-20;841;76834;1;3.34
2024-11-20;841;18064;28;71.68
2024-11-20;841;9607;10;89.7
2024-11-20;841;1439;4;61.96
2024-11-20;841;5345;6;33.72
2024-11-20;841;36857;2;4.94
2024-11-20;841;58701;2;90.78
2024-11-20;841;20635;1;24.74
2024-11-20;841;31330;2;102.12
2024-12-12;1314;57912;2;26.58
2024-12-12;1314;62364;1;34.49
2024-12-12;1314;57814;2;301.66
2024-12-12;1314;57816;2;120.66
2024-12-12;1314;57817;2;182.68
2024-12-12;1314;15590;2;83.96
2024-12-12;1314;51957;1;14.95
2024-12-12;1314;15589;10;318.5
2024-12-12;1314;21141;10;317.9
2024-12-12;1314;35772;4;67.36
2024-12-12;1314;48812;5;44.9
2024-12-12;1314;48813;4;35.92
2024-12-12;1314;35416;5;76.85
2024-12-12;1314;76834;1;5.22
2024-12-12;1314;1439;7;132.93
2024-12-12;1314;18064;84;359.52
2024-12-12;1314;9607;8;114.72
2024-12-12;1314;36857;10;39.5
2024-12-12;1314;5345;6;53.94
2024-12-12;1314;58701;1;58.35
2024-12-12;1314;20635;11;326.37
2024-12-12;1314;31330;5;326.1
2024-12-12;1314;13315;4;186.2
2024-12-12;1314;44217;3;129.09
2024-11-15;841;57912;1;8.79
2024-11-15;841;57817;2;131.42
2024-11-15;841;57814;8;876
2024-11-15;841;57816;2;87.6
2024-11-15;841;35772;2;25.04
2024-11-15;841;42076;3;24.42
2024-11-15;841;51957;1;7.71
2024-11-15;841;62782;0;0
2024-11-15;841;35416;1;11.13
2024-11-15;841;48812;1;7.61
2024-11-15;841;55917;2;18.26
2024-11-15;841;15590;1;32.69
2024-11-15;841;21141;3;77.79
2024-11-15;841;15589;4;104
2024-11-15;841;48813;2;14.84
2024-11-15;841;76834;1;3.34
2024-11-15;841;36857;2;4.94
2024-11-15;841;18064;29;74.24
2024-11-15;841;9607;10;89.7
2024-11-15;841;1439;4;61.96
2024-11-15;841;5345;6;33.72
2024-11-15;841;58701;2;90.78
2024-11-15;841;20635;2;49.48
2024-11-15;841;31330;2;102.12
2024-12-23;841;57912;1;8.79
2024-12-23;841;57817;2;131.42
2024-12-23;841;57814;6;657
2024-12-23;841;57816;2;87.6
2024-12-23;841;51957;1;7.71
2024-12-23;841;55917;2;18.26
2024-12-23;841;62782;1;7.84
2024-12-23;841;35416;0;0
2024-12-23;841;15590;1;32.69
2024-12-23;841;35772;2;25.28
2024-12-23;841;42076;3;24.42
2024-12-23;841;48812;1;7.49
2024-12-23;841;21141;5;129.65
2024-12-23;841;15589;4;104.08
2024-12-23;841;48813;2;14.92
2024-12-23;841;76834;1;3.34
2024-12-23;841;1439;4;61.96
2024-12-23;841;18064;45;115.65
2024-12-23;841;9607;8;71.76
2024-12-23;841;5345;5;28.1
2024-12-23;841;36857;3;7.8
2024-12-23;841;31330;2;102.12
2024-12-23;841;58701;2;90.78
2024-12-23;841;20635;2;47
2024-11-13;1314;62364;1;34.49
2024-11-13;1314;57912;2;26.58
2024-11-13;1314;57814;2;301.66
2024-11-13;1314;57816;2;120.66
2024-11-13;1314;57817;2;182.68
2024-11-13;1314;51957;1;14.95
2024-11-13;1314;15589;10;317.6
2024-11-13;1314;21141;16;508.64
2024-11-13;1314;35772;1;16.95
2024-11-13;1314;35416;5;76.85
2024-11-13;1314;48812;4;35.92
2024-11-13;1314;48813;7;62.86
2024-11-13;1314;15590;2;83.96
2024-11-13;1314;76834;1;5.22
2024-11-13;1314;1439;7;132.93
2024-11-13;1314;18064;72;308.16
2024-11-13;1314;9607;12;172.2
2024-11-13;1314;36857;11;43.45
2024-11-13;1314;5345;9;80.91
2024-11-13;1314;58701;1;58.35
2024-11-13;1314;20635;6;179.34
2024-11-13;1314;31330;5;327.2
2024-11-13;1314;44217;3;129.09
2024-11-13;1314;13315;2;93.12
2024-12-27;1314;57912;2;26.58
2024-12-27;1314;62364;1;34.49
2024-12-27;1314;57814;2;301.66
2024-12-27;1314;57816;2;120.66
2024-12-27;1314;57817;2;182.68
2024-12-27;1314;15590;2;83.96
2024-12-27;1314;51957;1;14.95
2024-12-27;1314;15589;7;223.16
2024-12-27;1314;21141;9;286.11
2024-12-27;1314;35772;4;67.36
2024-12-27;1314;48812;4;35.92
2024-12-27;1314;48813;4;35.92
2024-12-27;1314;35416;3;46.11
2024-12-27;1314;76834;1;5.22
2024-12-27;1314;1439;5;94.95
2024-12-27;1314;18064;70;299.6
2024-12-27;1314;9607;6;86.04
2024-12-27;1314;36857;7;27.65
2024-12-27;1314;5345;7;62.86
2024-12-27;1314;58701;1;58.35
2024-12-27;1314;20635;10;296.6
2024-12-27;1314;31330;6;391.32
2024-12-27;1314;13315;4;186.2
2024-12-27;1314;44217;3;129.09
2024-12-02;841;57912;1;8.79
2024-12-02;841;57817;2;131.42
2024-12-02;841;57814;8;876
2024-12-02;841;57816;2;87.6
2024-12-02;841;35772;2;25.28
2024-12-02;841;51957;1;7.71
2024-12-02;841;55917;2;18.26
2024-12-02;841;62782;1;7.84
2024-12-02;841;35416;1;11.13
2024-12-02;841;48812;1;7.49
2024-12-02;841;15590;1;32.69
2024-12-02;841;42076;3;24.42
2024-12-02;841;21141;4;103.72
2024-12-02;841;15589;4;104
2024-12-02;841;48813;2;14.84
2024-12-02;841;76834;1;3.34
2024-12-02;841;18064;72;185.04
2024-12-02;841;9607;10;89.7
2024-12-02;841;5345;6;33.72
2024-12-02;841;1439;4;61.96
2024-12-02;841;36857;2;5.2
2024-12-02;841;31330;2;102.12
2024-12-02;841;58701;2;90.78
2024-12-02;841;20635;2;47
2024-11-13;841;57912;1;8.79
2024-11-13;841;57817;2;131.42
2024-11-13;841;57814;8;876
2024-11-13;841;57816;2;87.6
2024-11-13;841;15590;1;32.69
2024-11-13;841;35772;2;25.04
2024-11-13;841;42076;3;24.42
2024-11-13;841;51957;1;7.71
2024-11-13;841;62782;0;0
2024-11-13;841;35416;1;11.13
2024-11-13;841;48812;1;7.61
2024-11-13;841;55917;2;18.26
2024-11-13;841;21141;3;77.79
2024-11-13;841;15589;4;104
2024-11-13;841;48813;2;14.84
2024-11-13;841;76834;1;3.34
2024-11-13;841;36857;2;4.94
2024-11-13;841;18064;29;74.24
2024-11-13;841;9607;8;71.84
2024-11-13;841;5345;6;33.72
2024-11-13;841;1439;4;61.96
2024-11-13;841;58701;2;90.78
2024-11-13;841;31330;2;102.12
2024-11-13;841;20635;2;49.48
2024-11-05;1314;58701;1;58.35
2024-11-05;1314;20635;7;210.77
2024-11-05;1314;31330;2;132.58
2024-11-05;1314;44217;3;129.09
2024-11-05;1314;13315;3;139.74
2024-11-05;1314;62364;1;34.49
2024-11-05;1314;57912;2;26.58
2024-11-05;1314;57814;2;301.66
2024-11-05;1314;57816;2;120.66
2024-11-05;1314;57817;2;182.68
2024-11-05;1314;51957;1;14.95
2024-11-05;1314;15589;8;253.68
2024-11-05;1314;21141;9;286.11
2024-11-05;1314;35772;3;50.94
2024-11-05;1314;35416;5;76.85
2024-11-05;1314;48812;5;44.9
2024-11-05;1314;48813;7;62.86
2024-11-05;1314;15590;2;83.96
2024-11-05;1314;76834;1;5.22
2024-11-05;1314;1439;7;132.93
2024-11-05;1314;18064;106;453.68
2024-11-05;1314;9607;8;114.96
2024-11-05;1314;36857;9;35.55
2024-11-05;1314;5345;10;89.9
2024-02-02;841;57912;1;8.79
2024-02-02;841;57814;3;356.28
2024-02-02;841;48813;3;14.97
2024-02-02;841;42076;5;40.7
2024-02-02;841;48812;1;8.4
2024-02-02;841;55917;1;9.01
2024-02-02;841;62782;1;7.01
2024-02-02;841;51957;2;11.78
2024-02-02;841;15590;2;64.1
2024-02-02;841;35416;1;10.74
2024-02-02;841;15589;4;96.2
2024-02-02;841;21141;2;49.52
2024-02-02;841;35772;2;23.86
2024-02-02;841;1439;1;14.9
2024-02-02;841;18064;29;65.25
2024-02-02;841;9607;5;41.35
2024-02-02;841;36857;3;7.02
2024-02-02;841;5345;4;20.84
2024-02-02;841;31330;1;51.5
2024-02-02;841;58701;1;42.86
2024-02-02;841;20635;1;23.33
2024-03-26;1314;57912;2;26.16
2024-03-26;1314;57816;2;126.64
2024-03-26;1314;57814;2;316.64
2024-03-26;1314;15590;1;40.45
2024-03-26;1314;48812;2;19.84
2024-03-26;1314;51957;3;37.68
2024-03-26;1314;15589;7;206.08
2024-03-26;1314;21141;3;91.32
2024-03-26;1314;35416;4;59.56
2024-03-26;1314;48813;2;15.68
2024-03-26;1314;18064;118;462.56
2024-03-26;1314;9607;13;176.54
2024-03-26;1314;1439;3;54.57
2024-03-26;1314;36857;7;26.39
2024-03-26;1314;5345;6;50.76
2024-12-30;1314;57912;2;26.58
2024-12-30;1314;62364;1;34.49
2024-12-30;1314;57814;2;301.66
2024-12-30;1314;57816;2;120.66
2024-12-30;1314;57817;2;182.68
2024-12-30;1314;15590;2;83.96
2024-12-30;1314;51957;1;14.95
2024-12-30;1314;15589;6;191.28
2024-12-30;1314;21141;8;254.32
2024-12-30;1314;35772;4;67.36
2024-12-30;1314;48812;4;35.92
2024-12-30;1314;48813;4;35.92
2024-12-30;1314;35416;2;30.74
2024-12-30;1314;76834;1;5.22
2024-12-30;1314;1439;4;75.96
2024-12-30;1314;18064;40;171.2
2024-12-30;1314;9607;5;71.7
2024-12-30;1314;36857;6;23.7
2024-12-30;1314;5345;7;62.86
2024-12-30;1314;58701;1;58.35
2024-12-30;1314;20635;10;296.6
2024-12-30;1314;31330;6;391.32
2024-12-30;1314;13315;4;186.2
2024-12-30;1314;44217;3;129.09
2024-03-23;841;48812;1;8.4
2024-03-23;841;15589;4;96.12
2024-03-23;841;21141;3;74.31
2024-03-23;841;15590;3;98.07
2024-03-23;841;1439;1;14.9
2024-03-23;841;18064;23;52.21
2024-03-23;841;9607;3;25.32
2024-03-23;841;5345;4;20.88
2024-03-23;841;36857;3;7.11
2024-03-23;841;20635;1;23.33
2024-03-23;841;31330;1;50.71
2024-03-23;841;58701;2;90.5
2024-03-12;1314;62364;1;32.58
2023-09-27;1314;57912;1;12.61
2023-09-27;1314;62782;1;13.61
2023-09-27;1314;51957;1;12.3
2023-09-27;1314;15589;9;265.41
2023-09-27;1314;21141;4;119.36
2023-09-27;1314;35416;3;44.76
2023-09-27;1314;48812;1;9.01
2023-09-27;1314;48813;2;14.16
2023-09-27;1314;15590;3;121.35
2023-09-27;1314;18064;145;562.6
2023-09-27;1314;9607;15;197.85
2023-09-27;1314;1439;3;55.47
2023-09-27;1314;36857;8;24.88
2023-09-27;1314;5345;7;58.17
2023-09-27;1314;58701;1;51.67
2023-09-27;1314;20635;4;120.36
2023-09-27;1314;31330;3;198.06
2023-09-27;1314;13315;3;134.28
2023-09-27;1314;44217;3;125.31
2024-02-28;841;57912;1;8.79
2024-02-28;841;57816;3;142.5
2024-02-28;841;57814;2;237.52
2024-02-28;841;48813;3;14.97
2024-02-28;841;42076;5;40.7
2024-02-28;841;51957;2;11.78
2024-02-28;841;55917;1;9.01
2024-02-28;841;62782;1;7.01
2024-02-28;841;15590;2;64.1
2024-02-28;841;35416;1;10.74
2024-02-28;841;48812;1;8.4
2024-02-28;841;15589;4;96.12
2024-02-28;841;21141;2;49.52
2024-02-28;841;35772;3;35.79
2024-02-28;841;1439;1;14.9
2024-02-01;841;57912;1;8.79
2024-02-01;841;57814;3;356.28
2024-02-01;841;48813;3;14.97
2024-02-01;841;42076;5;40.7
2024-02-01;841;48812;0;0
2024-02-01;841;55917;1;9.01
2024-02-01;841;62782;1;7.01
2024-02-01;841;51957;2;11.78
2024-02-01;841;15590;2;64.1
2024-02-01;841;35416;1;10.74
2024-02-01;841;15589;2;48.12
2024-02-01;841;21141;1;24.76
2024-02-01;841;35772;2;23.86
2024-02-01;841;1439;1;14.9
2024-02-01;841;18064;29;65.25
2024-02-01;841;9607;5;41.35
2024-02-01;841;36857;3;7.02
2024-02-01;841;5345;0;0
2024-02-01;841;31330;1;51.5
2024-02-01;841;58701;1;42.86
2024-02-01;841;20635;1;23.33
2024-02-27;841;31330;1;50.71
2024-02-27;841;58701;1;45.25
2024-02-27;841;20635;1;23.33
2024-02-10;1314;62364;1;32.58
2024-03-30;1314;57912;2;26.16
2024-03-30;1314;57816;2;126.64
2024-03-30;1314;57814;2;316.64
2024-03-30;1314;15590;1;40.45
2024-03-30;1314;48812;1;9.92
2024-03-30;1314;51957;3;37.68
2024-03-30;1314;15589;5;147.2
2024-03-30;1314;21141;1;30.44
2024-03-30;1314;35416;7;104.23
2024-03-30;1314;48813;3;24.15
2024-03-30;1314;18064;102;399.84
2024-03-30;1314;9607;9;122.31
2024-03-14;1314;15590;1;40.45
2024-03-14;1314;48812;4;39.68
2024-03-14;1314;51957;3;37.68
2024-03-14;1314;48813;2;15.68
2024-03-14;1314;15589;7;206.15
2024-03-14;1314;21141;4;121.8
2024-03-14;1314;35416;4;59.56
2024-03-14;1314;18064;86;334.54
2024-03-14;1314;9607;10;135.6
2024-03-14;1314;1439;3;54.72
2024-03-14;1314;36857;6;22.56
2024-03-14;1314;5345;7;59.15
2024-03-14;1314;58701;1;56.35
2024-03-14;1314;31330;4;271.24
2024-03-14;1314;44217;2;83.56
2024-03-14;1314;20635;3;92.67
2024-03-14;1314;13315;3;139.77
2024-03-14;841;1439;1;14.9
2024-03-14;841;18064;21;47.46
2024-03-14;841;9607;3;25.32
2024-03-14;841;5345;4;20.88
2024-03-14;841;36857;3;7.11
2024-03-14;841;31330;1;50.71
2024-03-14;841;58701;2;90.5
2024-03-14;841;20635;1;23.33
2024-02-02;1314;18064;261;1015.29
2024-02-02;1314;9607;21;283.5
2024-02-02;1314;1439;2;36.64
2024-02-02;1314;36857;7;26.25
2024-02-02;1314;5345;9;75.51
2024-02-02;1314;58701;1;53.37
2024-02-02;1314;31330;5;339.05
2024-02-02;1314;20635;4;123.56
2024-02-02;1314;13315;2;93.18
2024-02-02;1314;44217;3;125.34
2024-02-02;1314;57912;2;26.16
2024-02-02;1314;57814;2;316.64
2024-02-02;1314;15590;2;80.9
2024-02-02;1314;48812;4;39.68
2024-02-02;1314;15589;8;235.84
2024-02-02;1314;21141;5;152.85
2024-02-02;1314;35416;5;74.45
2024-02-02;1314;48813;3;23.52
2024-02-02;1314;51957;3;37.68
2024-02-05;841;57912;1;8.79
2024-02-05;841;57814;3;356.28
2024-02-05;841;48813;3;14.97
2024-02-05;841;42076;5;40.7
2024-02-05;841;48812;1;8.4
2024-02-05;841;55917;1;9.01
2024-02-05;841;62782;1;7.01
2024-02-05;841;51957;2;11.78
2024-02-05;841;15590;2;64.1
2024-02-05;841;35416;1;10.74
2024-02-05;841;15589;3;72.15
2024-02-05;841;21141;3;74.28
2024-02-05;841;35772;2;23.86
2024-02-05;841;1439;1;14.9
2024-02-05;841;18064;35;78.75
2024-02-05;841;9607;4;33.08
2024-02-05;841;36857;3;7.02
2024-02-05;841;5345;5;26.05
2024-02-05;841;31330;1;51.5
2024-02-05;841;58701;1;42.86
2024-02-05;841;20635;1;23.33
2024-04-13;841;20635;1;23.33
2024-04-13;841;31330;1;50.71
2024-04-13;841;58701;2;90.5
2024-02-26;1314;62364;1;32.58
2024-03-19;1314;15590;1;40.45
2024-03-19;1314;48812;4;39.68
2024-03-19;1314;51957;3;37.68
2024-03-19;1314;48813;2;15.68
2024-03-19;1314;15589;6;176.7
2024-03-19;1314;21141;5;152.2
2024-03-19;1314;35416;2;29.78
2024-03-19;1314;18064;127;495.3
2024-03-19;1314;9607;13;176.54
2024-03-19;1314;1439;3;54.72
2024-03-19;1314;36857;5;18.85
2024-03-19;1314;5345;5;42.25
2024-03-19;1314;58701;1;56.35
2024-03-19;1314;31330;4;271.24
2024-03-19;1314;44217;2;83.56
2024-03-19;1314;20635;4;123.52
2024-03-19;1314;13315;2;93.18
2024-02-01;1314;62364;1;32.58
2024-05-25;1314;57912;2;26.16
2024-05-25;1314;57814;2;301.66
2024-05-25;1314;57816;2;126.64
2024-05-25;1314;51957;1;12.56
2024-05-25;1314;15590;0;0
2024-05-25;1314;15589;6;185.94
2024-05-25;1314;21141;3;95.13
2024-05-25;1314;35416;1;15.05
2024-05-25;1314;48813;2;17.42
2024-05-25;1314;48812;2;18.02
2024-05-25;1314;18064;83;337.81
2024-05-25;1314;9607;19;263.53
2024-05-25;1314;1439;7;129.78
2024-05-25;1314;36857;5;19.25
2024-05-25;1314;5345;11;94.93
2024-05-25;1314;58701;1;56.56
2024-05-25;1314;20635;3;88.17
2024-05-25;1314;13315;5;235.05
2024-05-25;1314;31330;2;135.62
2024-05-25;1314;44217;2;86.58
2024-12-18;1314;57912;2;26.58
2024-12-18;1314;62364;1;34.49
2024-12-18;1314;57814;2;301.66
2024-12-18;1314;57816;2;120.66
2024-12-18;1314;57817;2;182.68
2024-12-18;1314;15590;2;83.96
2024-12-18;1314;51957;1;14.95
2024-12-18;1314;15589;9;286.65
2024-12-18;1314;21141;12;381.48
2024-12-18;1314;35772;4;67.36
2024-12-18;1314;48812;5;44.9
2024-12-18;1314;48813;3;26.94
2024-12-18;1314;35416;5;76.85
2024-12-18;1314;76834;1;5.22
2024-12-18;1314;1439;6;113.94
2024-12-18;1314;18064;56;239.68
2024-12-18;1314;9607;7;100.38
2024-12-18;1314;36857;7;27.65
2024-12-18;1314;5345;6;53.94
2024-12-18;1314;58701;1;58.35
2024-12-18;1314;20635;11;326.37
2024-12-18;1314;31330;6;391.32
2024-12-18;1314;13315;5;232.75
2024-12-18;1314;44217;3;129.09
2024-12-18;841;42076;3;24.42
2024-12-18;841;48812;1;7.49
2024-12-18;841;21141;4;103.72
2024-12-18;841;15589;3;78
2024-12-18;841;48813;2;14.92
2024-12-18;841;76834;1;3.34
2024-12-18;841;1439;4;61.96
2024-12-18;841;18064;56;143.92
2024-12-18;841;9607;9;80.73
2024-12-18;841;5345;5;28.1
2024-12-18;841;36857;3;7.8
2024-12-18;841;31330;2;102.12
2024-12-18;841;58701;2;90.78
2024-12-18;841;20635;2;47
2024-12-18;841;57912;1;8.79
2024-12-18;841;57817;1;65.71
2024-12-18;841;57814;7;766.5
2024-12-18;841;57816;2;87.6
2024-12-18;841;51957;1;7.71
2024-12-18;841;55917;2;18.26
2024-12-18;841;62782;1;7.84
2024-12-18;841;35416;1;11.13
2024-12-18;841;15590;1;32.69
2024-12-18;841;35772;2;25.28
2024-02-22;841;57912;1;8.79
2024-02-22;841;57816;3;142.5
2024-02-22;841;57814;3;356.28
2024-02-22;841;48813;3;14.97
2024-02-22;841;42076;5;40.7
2024-02-22;841;51957;2;11.78
2024-02-22;841;55917;1;9.01
2024-02-22;841;62782;1;7.01
2024-02-22;841;15590;2;64.1
2024-02-22;841;35416;1;10.74
2024-02-22;841;48812;1;8.4
2024-02-22;841;15589;2;48.08
2024-02-22;841;21141;3;74.28
2024-02-22;841;35772;2;23.86
2024-02-22;841;36857;3;7.02
2024-02-22;841;1439;1;14.9
2024-02-22;841;18064;33;74.25
2024-02-22;841;9607;4;33.16
2024-02-22;841;5345;4;20.84
2024-02-06;1314;62364;1;32.58
2024-02-10;1314;57912;2;26.16
2024-02-10;1314;57814;2;316.64
2024-02-10;1314;15590;2;80.9
2024-02-10;1314;48812;4;39.68
2024-02-10;1314;48813;3;23.52
2024-02-10;1314;15589;7;206.36
2024-02-10;1314;21141;4;122.28
2024-02-10;1314;35416;3;44.67
2024-02-10;1314;51957;3;37.68
2024-02-10;1314;18064;262;1019.18
2024-02-10;1314;9607;17;229.5
2024-02-10;1314;1439;4;73.16
2024-02-10;1314;36857;6;22.5
2024-02-10;1314;5345;8;67.12
2024-02-09;1314;57912;2;26.16
2024-02-09;1314;57814;2;316.64
2024-02-09;1314;15590;2;80.9
2024-02-09;1314;48812;4;39.68
2024-02-09;1314;15589;7;206.36
2024-02-09;1314;21141;4;122.28
2024-02-09;1314;35416;3;44.67
2024-02-09;1314;48813;3;23.52
2024-02-09;1314;51957;3;37.68
2024-02-09;1314;18064;263;1023.07
2024-02-09;1314;9607;17;229.5
2024-02-09;1314;1439;4;73.16
2024-02-09;1314;36857;6;22.5
2024-02-09;1314;5345;8;67.12
2024-02-09;1314;58701;1;53.37
2024-02-09;1314;31330;5;339.05
2024-03-27;841;57814;2;237.52
2024-03-27;841;48813;3;14.97
2024-03-27;841;42076;5;40.7
2024-03-27;841;51957;2;11.78
2024-03-27;841;55917;1;9.01
2024-03-27;841;62782;1;7.55
2024-03-27;841;35772;3;35.79
2024-03-27;841;35416;1;10.74
2024-03-27;841;48812;1;8.4
2024-03-27;841;15589;2;48.06
2024-03-27;841;21141;2;49.54
2024-03-27;841;15590;3;98.07
2024-03-27;841;1439;1;14.9
2024-03-27;841;18064;22;49.94
2024-03-27;841;9607;3;25.32
2024-03-27;841;5345;4;20.88
2024-03-27;841;36857;3;7.11
2024-03-27;841;20635;1;23.33
2024-03-27;841;31330;1;50.71
2024-03-27;841;58701;2;90.5
2024-02-05;1314;62364;1;32.58
2024-02-16;841;57816;3;142.5
2024-02-16;841;57814;3;356.28
2024-02-16;841;48813;3;14.97
2024-02-16;841;42076;5;40.7
2024-02-16;841;55917;1;9.01
2024-02-16;841;62782;1;7.01
2024-02-16;841;15590;2;64.1
2024-02-16;841;35416;0;0
2024-02-16;841;51957;2;11.78
2024-02-16;841;48812;1;8.4
2024-02-16;841;15589;3;72.12
2024-02-16;841;21141;0;0
2024-02-16;841;35772;2;23.86
2024-02-16;841;36857;3;7.02
2024-02-16;841;1439;1;14.9
2024-02-16;841;18064;23;51.75
2024-02-16;841;9607;5;41.45
2024-02-16;841;5345;4;20.84
2024-02-16;841;31330;0;0
2024-02-16;841;58701;1;42.86
2024-02-16;841;20635;1;23.33
2024-02-26;1314;1439;3;54.78
2024-02-26;1314;36857;6;22.5
2024-02-26;1314;5345;4;33.56
2024-02-26;1314;58701;1;53.37
2024-02-26;1314;31330;5;339.05
2024-02-26;1314;44217;2;83.56
2024-02-26;1314;20635;6;185.34
2024-02-26;1314;13315;3;139.77
2024-03-06;1314;62364;1;32.58
2024-04-11;841;5345;4;20.92
2024-04-11;841;20635;1;23.33
2024-04-11;841;31330;1;50.71
2024-04-11;841;58701;2;90.5
2024-04-11;1314;18064;119;474.81
2024-04-11;1314;9607;12;165.36
2024-04-11;1314;1439;5;90.85
2024-04-11;1314;36857;7;26.67
2024-04-11;1314;5345;7;59.36
2024-04-11;1314;44217;1;41.78
2024-04-11;1314;58701;1;56.35
2024-04-11;1314;20635;7;216.16
2024-04-11;1314;13315;4;187.84
2024-04-11;1314;31330;3;203.43
2024-02-23;1314;1439;2;36.58
2024-02-23;1314;36857;7;26.25
2024-02-23;1314;5345;4;33.56
2024-02-23;1314;58701;1;53.37
2024-02-23;1314;31330;5;339.05
2024-02-23;1314;44217;2;83.56
2024-02-23;1314;20635;4;123.56
2024-02-23;1314;13315;1;46.59
2024-02-23;841;57912;1;8.79
2024-02-23;841;57816;3;142.5
2024-02-23;841;57814;3;356.28
2024-02-23;841;48813;3;14.97
2024-02-23;841;42076;5;40.7
2024-02-23;841;51957;2;11.78
2024-02-23;841;55917;1;9.01
