location,product,product_name,z_value,review_days,objective,service_level,actual_service_level,service_level_delta_vs_actual,avg_inventory_value,actual_avg_inventory_value,inventory_value_delta_vs_actual,total_ordering_cost,total_lost_sales_units,total_orders,total_forecast_units,total_actual_units,horizon_days,series_days
1314,44217,BROMELIN S 100ML,2.58,5,189.3807,1.0,1.0,0.0,186.1021,131.3066,54.7955,301.63,0.0,7,5.4411,7.0,92,92
1314,44217,BROMELIN S 100ML,2.58,7,189.3807,1.0,1.0,0.0,186.1021,131.3066,54.7955,301.63,0.0,7,5.4411,7.0,92,92
1314,44217,BROMELIN S 100ML,2.58,10,189.3807,1.0,1.0,0.0,186.1021,131.3066,54.7955,301.63,0.0,7,5.4411,7.0,92,92
1314,44217,BROMELIN S 100ML,2.58,14,189.3807,1.0,1.0,0.0,186.1021,131.3066,54.7955,301.63,0.0,7,5.4411,7.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,0.84,5,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,0.84,7,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.04,5,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.04,7,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.28,5,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.28,7,42.2552,1.0,1.0,0.0,41.1815,60.7101,-19.5286,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,0.84,10,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,0.84,14,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.04,10,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.04,14,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.28,10,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.28,14,51.6673,1.0,1.0,0.0,51.1793,60.7101,-9.5308,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.65,5,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.65,7,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.05,5,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.05,7,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.33,5,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.33,7,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.58,5,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.58,7,64.1552,1.0,1.0,0.0,63.0815,60.7101,2.3714,98.78,0.0,11,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.65,10,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,1.65,14,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.05,10,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.05,14,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.33,10,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.33,14,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.58,10,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48812,ARLIVRY XAROPE CEREJA 100ML,2.58,14,73.5673,1.0,1.0,0.0,73.0793,60.7101,12.3692,44.9,0.0,5,9.7537,11.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,0.84,5,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,0.84,7,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.04,5,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.04,7,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.28,5,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.28,7,71.1362,1.0,1.0,0.0,69.6721,84.6194,-14.9473,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,0.84,10,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,0.84,14,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.04,10,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.04,14,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.28,10,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.28,14,82.3162,1.0,1.0,0.0,81.6329,84.6194,-2.9864,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.65,5,98.6462,1.0,1.0,0.0,97.1821,84.6194,12.5627,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.65,7,98.6462,1.0,1.0,0.0,97.1821,84.6194,12.5627,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.05,5,98.6462,1.0,1.0,0.0,97.1821,84.6194,12.5627,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.05,7,98.6462,1.0,1.0,0.0,97.1821,84.6194,12.5627,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.65,10,109.8262,1.0,1.0,0.0,109.1429,84.6194,24.5236,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,1.65,14,109.8262,1.0,1.0,0.0,109.1429,84.6194,24.5236,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.05,10,109.8262,1.0,1.0,0.0,109.1429,84.6194,24.5236,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.05,14,109.8262,1.0,1.0,0.0,109.1429,84.6194,24.5236,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.33,5,126.1562,1.0,1.0,0.0,124.6921,84.6194,40.0727,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.33,7,126.1562,1.0,1.0,0.0,124.6921,84.6194,40.0727,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.58,5,126.1562,1.0,1.0,0.0,124.6921,84.6194,40.0727,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.58,7,126.1562,1.0,1.0,0.0,124.6921,84.6194,40.0727,134.7,0.0,15,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.33,10,137.3362,1.0,1.0,0.0,136.6529,84.6194,52.0336,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.33,14,137.3362,1.0,1.0,0.0,136.6529,84.6194,52.0336,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.58,10,137.3362,1.0,1.0,0.0,136.6529,84.6194,52.0336,62.86,0.0,7,10.8487,15.0,92,92
1314,48813,ARLIVRY XAROPE MEL 100ML,2.58,14,137.3362,1.0,1.0,0.0,136.6529,84.6194,52.0336,62.86,0.0,7,10.8487,15.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,0.84,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,0.84,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,0.84,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,0.84,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.04,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.04,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.04,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.04,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.28,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.28,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.28,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.28,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.65,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.65,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.65,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,1.65,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.05,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.05,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.05,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.05,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.33,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.33,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.33,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.33,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.58,5,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.58,7,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.58,10,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,51957,HEDERA CIMED 7MG 100ML,2.58,14,71.26,1.0,1.0,0.0,71.26,35.63,35.63,0.0,0.0,0,0.0,0.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,0.84,7,82.1619,0.978261,1.0,-0.021739,81.4817,160.6866,-79.2048,62.58,2.0,7,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.04,7,82.1619,0.978261,1.0,-0.021739,81.4817,160.6866,-79.2048,62.58,2.0,7,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.28,7,82.1619,0.978261,1.0,-0.021739,81.4817,160.6866,-79.2048,62.58,2.0,7,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,0.84,10,88.983,0.98913,1.0,-0.01087,88.4,160.6866,-72.2866,53.64,1.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.04,10,88.983,0.98913,1.0,-0.01087,88.4,160.6866,-72.2866,53.64,1.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.28,10,88.983,0.98913,1.0,-0.01087,88.4,160.6866,-72.2866,53.64,1.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.65,5,89.3739,0.978261,1.0,-0.021739,88.2078,160.6866,-72.4788,107.28,2.0,12,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.65,7,94.7504,0.98913,1.0,-0.01087,93.973,160.6866,-66.7135,71.52,1.0,8,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,0.84,14,95.5148,0.978261,1.0,-0.021739,95.1261,160.6866,-65.5605,35.76,2.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.04,14,95.5148,0.978261,1.0,-0.021739,95.1261,160.6866,-65.5605,35.76,2.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.28,14,95.5148,0.978261,1.0,-0.021739,95.1261,160.6866,-65.5605,35.76,2.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.65,10,104.5491,1.0,1.0,0.0,103.9661,160.6866,-56.7205,53.64,0.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.05,5,106.0931,0.98913,1.0,-0.01087,104.927,160.6866,-55.7596,107.28,1.0,12,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.33,5,106.0931,0.98913,1.0,-0.01087,104.927,160.6866,-55.7596,107.28,1.0,12,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.58,5,106.0931,0.98913,1.0,-0.01087,104.927,160.6866,-55.7596,107.28,1.0,12,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.65,14,106.4687,0.98913,1.0,-0.01087,106.08,160.6866,-54.6066,35.76,1.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.05,7,110.8931,1.0,1.0,0.0,110.1157,160.6866,-50.5709,71.52,0.0,8,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.33,7,110.8931,1.0,1.0,0.0,110.1157,160.6866,-50.5709,71.52,0.0,8,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.58,7,110.8931,1.0,1.0,0.0,110.1157,160.6866,-50.5709,71.52,0.0,8,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.05,10,122.2291,1.0,1.0,0.0,121.6461,160.6866,-39.0405,53.64,0.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.33,10,122.2291,1.0,1.0,0.0,121.6461,160.6866,-39.0405,53.64,0.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.58,10,122.2291,1.0,1.0,0.0,121.6461,160.6866,-39.0405,53.64,0.0,6,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.05,14,138.1774,1.0,1.0,0.0,137.7887,160.6866,-22.8979,35.76,0.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.33,14,138.1774,1.0,1.0,0.0,137.7887,160.6866,-22.8979,35.76,0.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,2.58,14,138.1774,1.0,1.0,0.0,137.7887,160.6866,-22.8979,35.76,0.0,4,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,0.84,5,2684.248,0.967391,1.0,-0.032609,74.1791,160.6866,-86.5075,98.34,3.0,11,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.04,5,2684.248,0.967391,1.0,-0.032609,74.1791,160.6866,-86.5075,98.34,3.0,11,30.9756,25.0,92,92
1314,5345,NARIDRIN ADULTO 15ML,1.28,5,2684.248,0.967391,1.0,-0.032609,74.1791,160.6866,-86.5075,98.34,3.0,11,30.9756,25.0,92,92
1314,54554,ALOFF XPE 60ML,0.84,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,0.84,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,0.84,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,0.84,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.04,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.04,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.04,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.04,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.28,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.28,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.28,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.28,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.65,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.65,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.65,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,1.65,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.05,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.05,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.05,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.05,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.33,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.33,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.33,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.33,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.58,5,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.58,7,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.58,10,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,54554,ALOFF XPE 60ML,2.58,14,66.08,1.0,1.0,0.0,66.08,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,0.84,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,0.84,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,0.84,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,0.84,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.04,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.04,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.04,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.04,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.28,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.28,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.28,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.28,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.65,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.65,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.65,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,1.65,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.05,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.05,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.05,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.05,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.33,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.33,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.33,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.33,14,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.58,5,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.58,7,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
1314,55917,POLARATUSS LIQ 120ML,2.58,10,59.06,1.0,1.0,0.0,59.06,,,0.0,0.0,0,0.0,0.0,92,92
